triplet_id,sub_label,rel_label,obj_label
81118,cyp27b1,GG,lgmn
81119,glul,GG,slc1a3
81120,ap1s2,U,hydrocephalus
81121,casp3,Rg,tp53
81122,pdk2,GG,rxrb
81123,lorazepam,CC,promethazine
81124,casp3,Rg,bad
81125,grhl2,U,hearing disorders
81126,scpep1,GG,xpo1
81127,cox7b,B,ldlr
81128,ptprc,U,leukemia lymphoid
81129,cabergoline,T,cushing syndrome
81130,ins,B,insr
81131,pbk,GG,tk1
81132,shh,B,ptch1
81133,tk1,P,respiratory tract neoplasms
81134,elk1,GG,mapk3
81135,rnase3,P,skin diseases
81136,dnm2,B,arf6
81137,fn1,Ra,tp63
81138,calcitriol,T,intestinal neoplasms
81139,neoplasms squamous cell,ML,src
81140,insr,K,hydrocortisone
81141,etfa,Q,vim
81142,zeb2,Ra,edn3
81143,pethidine,CC,indapamide
81144,neoplasms squamous cell,ML,cd9
81145,cntn1,GG,plp1
81146,scn4a,I,paralyses familial periodic
81147,casp10,GG,lmnb2
81148,klhl7,GG,cul3
81149,fgfr1,Q,ntrk1
81150,levobupivacaine,Sa,dyskinesias
81151,il1r2,E,ctss
81152,fluconazole,T,urinary bladder diseases
81153,magel2,GG,vps35
81154,notch3,I,neoplasms connective tissue
81155,faslg,Rg,tnfrsf1a
81156,ins,P,liver cirrhosis biliary
81157,tp63,E,vdr
81158,phenytoin,CC,bosutinib
81159,mmp10,E,mmp11
81160,hmox2,GG,nfe2l2
81161,albendazole,T,acquired immunodeficiency syndrome
81162,rosiglitazone,C,intestinal neoplasms
81163,il6,E,cxcl12
81164,folic acid,Sa,kidney diseases
81165,doxorubicin,CC,simeprevir
81166,smad1,Rg,hif1a
81167,huntington disease,ML,pin1
81168,pivmecillinam,T,gram negative bacterial infections
81169,lgals7,GG,setd4
81170,indomethacin,T,cerebrovascular disorders
81171,neurotoxicity syndromes,ML,camk4
81172,apixaban,T,kidney diseases
81173,fluvastatin,T,osteoporosis
81174,clozapine,CC,ixabepilone
81175,liver neoplasms,ML,il4
81176,leukemia lymphoid,ML,stat1
81177,psma7,GG,snca
81178,pik3r1,GG,pld1
81179,cxcl10,E,cxcl5
81180,mefv,U,hamartoma syndrome multiple
81181,eprs,GG,asns
81182,ctns,GG,slc1a1
81183,fyn,E,cd2ap
81184,agk,GG,cerk
81185,acetic acid,Sa,drug toxicity
81186,ada,P,coronary disease
81187,cdk7,Te,genital neoplasms female
81188,central nervous system neoplasms,ML,ptgs2
81189,ar,GG,ncoa4
81190,gastrointestinal neoplasms,ML,cd82
81191,hif1a,Ra,prpf6
81192,arid5b,U,lupus erythematosus systemic
81193,intestinal neoplasms,ML,shh
81194,cftr,E,egf
81195,gnrhr,P,gastrointestinal neoplasms
81196,nox4,P,osteoporosis
81197,nrp2,B,vegfc
81198,ca1,GG,ca12
81199,npy,Q,gnrh1
81200,fgfr1op,GG,park7
81201,lgals3,U,schizophrenia
81202,sstr2,Q,foxm1
81203,acat1,GG,nars
81204,calcrl,Rg,s100a12
81205,rpgrip1l,GG,rpl11
81206,abo,Iw,cad
81207,egfr,Rg,fyn
81208,fos,E,il6
81209,cyclophosphamide,T,inflammation
81210,cyb5r4,P,diabetes mellitus
81211,zanamivir,Pr,infections
81212,lepr,Rg,igf1r
81213,promazine,CC,sumatriptan
81214,methadone,CC,loxapine
81215,choline,E,hmgb1
81216,gliquidone,CC,asenapine
81217,pik3ca,Ra,lepr
81218,tizanidine,N,cyp1a2
81219,enpp1,Ra,gata3
81220,tln1,P,infections
81221,cyp2b6,K,bupropion
81222,vps13d,I,drug eruptions
81223,cocaine,CC,acebutolol
81224,cntn2,E,ccl2
81225,nf1,U,gastrointestinal neoplasms
81226,alb,U,pre eclampsia
81227,comt,I,modafinil
81228,lymphoma,ML,stat5a
81229,pioglitazone,T,thyroid neoplasms
81230,pttg1,Rg,nfe2l2
81231,retn,E,pnpla2
81232,minoxidil,CC,vardenafil
81233,nr5a1,I,adrenal insufficiency
81234,man2b1,GG,rbx1
81235,kras,U,urologic neoplasms
81236,krt5,Iw,cad
81237,mitotane,Sa,respiratory tract neoplasms
81238,tamsulosin,CC,nadolol
81239,hspb8,P,stroke
81240,rel,Ra,il10
81241,il6,Ra,pparg
81242,smo,Ra,vhl
81243,kitlg,Q,cd38
81244,l arginine,Sa,drug toxicity
81245,plcl1,GG,slc38a1
81246,tizanidine,Sa,hypotension
81247,l dopa,Sa,orthostatic intolerance
81248,il1b,GG,il6
81249,kidney neoplasms,ML,lgals9
81250,tshr,Ra,braf
81251,hprt1,Ra,tpt1
81252,gfm1,GG,sco2
81253,fexofenadine,CC,tiotropium
81254,sufentanil,CC,selegiline
81255,nod2,Q,ptgs2
81256,il18,U,behcet syndrome
81257,cdk2,B,cdk6
81258,dusp1,GG,prkar2a
81259,cyp2c19,Ra,brca2
81260,tnfsf11,E,lep
81261,prrx1,D,breast neoplasms
81262,gck,Ra,ank1
81263,neoplasms neuroepithelial,ML,hmga1
81264,central nervous system neoplasms,ML,ppox
81265,cryba4,Ra,crybb1
81266,carcinoma,ML,alk
81267,goserelin,CC,propafenone
81268,chrdl1,GG,acvr2a
81269,ar,B,enpp1
81270,piroxicam,CC,fondaparinux sodium
81271,il11,B,s100p
81272,glmn,GG,fkbp1a
81273,usp14,U,dyskinesias
81274,mtr,GG,tpmt
81275,cyclophosphamide,T,respiratory hypersensitivity
81276,cd44,Q,il2
81277,cd9,Ra,hmox1
81278,danazol,T,thrombocytopenia
81279,leucovorin,T,lymphoma
81280,adenoma,ML,cask
81281,halothane,Pr,intestinal obstruction
81282,citalopram,CC,chlormezanone
81283,irs1,GG,slc2a4
81284,runx1,Ra,kras
81285,heart defects congenital,An,heart defects congenital
81286,cftr,U,bronchitis
81287,prkca,GG,sphk1
81288,pomc,P,nephrosis
81289,butalbital,CC,ethanol
81290,dbh,Q,hspa5
81291,cxcl2,Rg,fgf7
81292,atf3,Ra,asns
81293,prednisone,T,eczema
81294,lipoic acid,T,testicular diseases
81295,breast neoplasms,ML,akr1c1
81296,proc,Ra,ggcx
81297,zbtb16,P,cardiomegaly
81298,cd79a,Q,syp
81299,verteporfin,CC,glipizide
81300,ada,GG,mpi
81301,cdkn1b,B,vhl
81302,bax,Q,fos
81303,ifnw1,GG,isg15
81304,atf3,P,liver diseases
81305,carcinoma,ML,ptgs2
81306,cntnap2,I,malformations of cortical development
81307,egfr,GG,vac14
81308,plk2,U,intestinal neoplasms
81309,nos3,E,stat3
81310,cyp51a1,GG,acaca
81311,csf2ra,Q,kit
81312,mecp2,D,malformations of cortical development group i
81313,dlk1,Q,notch1
81314,aqp7,GG,slc28a3
81315,alendronate,T,myasthenia gravis
81316,f9,Te,pemphigus
81317,ccnb1,Rg,fos
81318,fgf9,Ra,fgf17
81319,pirenzepine,Pr,hypothermia
81320,uterine diseases,ML,ar
81321,retinal dystrophies,ML,tbx19
81322,colonic diseases,ML,dscam
81323,cd59,Rg,sox2
81324,respiratory tract neoplasms,ML,apobec3b
81325,leukemia myeloid,ML,eya4
81326,ketoprofen,Sa,renal insufficiency
81327,hspd1,P,infections
81328,pimecrolimus,CC,darunavir
81329,neomycin,CC,tiaprofenic acid
81330,dkk1,K,morphine
81331,epha2,D,leukemia lymphoid
81332,crb1,Ra,cep290
81333,ticlopidine,CC,fesoterodine
81334,prss1,Ra,brca1
81335,esmolol,CC,treprostinil
81336,mthfd1,Te,neural tube defects
81337,probucol,T,lipoprotein glomerulopathy
81338,itgb4,GG,lama2
81339,itgb1,Q,itga6
81340,notch4,B,angpt1
81341,atropine,T,arteriosclerosis
81342,sorafenib,Sa,kidney diseases
81343,csk,GG,mapk8
81344,dock6,Q,rbpj
81345,ctnnb1,Q,bax
81346,slc2a4,E,adipoq
81347,xpc,P,cataract
81348,slc2a1,E,lpl
81349,il1b,B,mmp17
81350,chlorpromazine,CC,cyclobenzaprine
81351,crh,E,b3gat1
81352,triamterene,CC,oxycodone
81353,pantoprazole,CC,sofosbuvir
81354,rabggtb,GG,pip5k1a
81355,galk1,GG,gpi
81356,mthfr,I,recurrence
81357,spp1,Q,tlr4
81358,il6st,E,stat3
81359,chek1,GG,gpd1l
81360,everolimus,T,gastrointestinal neoplasms
81361,testosterone,J,overweight
81362,cd34,Q,tnfrsf9
81363,palb2,U,intestinal polyposis
81364,diflunisal,CC,floctafenine
81365,pgr,E,hif1a
81366,mifepristone,N,bcl2l1
81367,mecamylamine,CC,tranylcypromine
81368,neoplasms neuroepithelial,ML,tnf
81369,akr1c4,I,gonadal dysgenesis
81370,genital neoplasms male,ML,casp8
81371,spry2,GG,epn1
81372,mexiletine,Sa,seizures
81373,prnp,B,hspa5
81374,nr1h3,I,arteriosclerosis
81375,psen2,U,schizophrenia
81376,ces1,GG,ugt2b17
81377,respiratory tract neoplasms,ML,mmp1
81378,cnr1,Q,faah
81379,ugt2a1,GG,akr7a2
81380,loxl2,Te,intestinal neoplasms
81381,zolpidem,CC,oxycodone
81382,gjb3,GG,gjd2
81383,casp8,Rg,foxo1
81384,theophylline,T,sleep disorders intrinsic
81385,escitalopram,N,cyp2c19
81386,glutathione,J,non alcoholic fatty liver disease
81387,jag1,Rg,egfr
81388,pth,Q,ret
81389,leukemia,ML,xiap
81390,clonidine,Sa,edema
81391,ctgf,GG,ep300
81392,neoplasms,ML,ca12
81393,slc22a7,GG,slc19a1
81394,metyrosine,CC,fencamfamine
81395,dmp1,Ra,fgf2
81396,liver neoplasms,ML,glyat
81397,indinavir,E,cd4
81398,jun,E,star
81399,fosfomycin,T,systemic inflammatory response syndrome
81400,tnf,Rg,cysltr2
81401,ccl2,E,tnf
81402,atad2,GG,casp8
81403,nr1h3,GG,lpl
81404,amyloidosis,ML,cd40
81405,mitotane,CC,conivaptan
81406,nr1h4,E,vldlr
81407,floctafenine,T,pain
81408,huwe1,GG,mb
81409,crhr1,U,genital neoplasms female
81410,mstn,E,igf2
81411,grb2,GG,anks1b
81412,abcc4,Ra,tpmt
81413,anastrozole,T,carcinoma bronchogenic
81414,paclitaxel,E,atf3
81415,urologic neoplasms,ML,nt5e
81416,abcc1,Ra,ercc1
81417,carfilzomib,C,genital neoplasms female
81418,clk1,GG,mapk1
81419,homer1,Rg,grm5
81420,hspb1,E,ppif
81421,akt2,B,inppl1
81422,prkacg,GG,prkar2a
81423,fgf4,E,msx1
81424,abcc2,Ra,abcc10
81425,tacrolimus,T,heart defects congenital
81426,bupropion,J,body weight changes
81427,hydrochlorothiazide,CC,butethal
81428,map3k11,GG,map2k5
81429,csnk1d,GG,camk1d
81430,epo,P,depression
81431,sertindole,T,sleep disorders intrinsic
81432,osm,E,tnfsf11
81433,map2k7,GG,mapk12
81434,ketoprofen,I,slc22a11
81435,heroin,E,bdnf
81436,memantine,T,pain postoperative
81437,malt1,B,card9
81438,ramipril,Pr,hypokalemia
81439,pak1,Ra,cdk5
81440,foxp3,E,il10ra
81441,ptch1,GG,smo
81442,atp8b1,B,abcc2
81443,loratadine,CC,tapentadol
81444,src,B,hk1
81445,mpl,Q,kit
81446,mthfr,Ra,thbd
81447,amantadine,Pr,dyskinesias
81448,tnfrsf1a,Q,tnfrsf1a
81449,gastrointestinal neoplasms,ML,vcl
81450,cfp,P,macular degeneration
81451,esr2,Rg,akt1
81452,nitric oxide,T,adenoma
81453,digoxin,CC,sulpiride
81454,torasemide,CC,phenytoin
81455,ncam1,Q,hla a
81456,carcinoma bronchogenic,ML,st6gal1
81457,choline,T,hamartoma syndrome multiple
81458,jak3,Rg,shc1
81459,amitriptyline,T,brain diseases
81460,mdm2,B,akt3
81461,eif4e,GG,rps10
81462,neoplasms,ML,pfn1
81463,il3ra,Q,cd200
81464,ddit4,U,respiratory tract neoplasms
81465,erlotinib,Sa,hearing disorders
81466,tlr4,Rg,akt1
81467,usp9x,B,ets1
81468,intestinal neoplasms,ML,tbx5
81469,rhoa,B,mbtps1
81470,pancreatic neoplasms,ML,slc5a1
81471,egfr,GG,spry4
81472,ketamine,E,cyp2d6
81473,gfer,GG,cycs
81474,spinocerebellar degenerations,ML,bmp2
81475,flutamide,T,mental disease
81476,agl,GG,paep
81477,verapamil,T,lymphoma
81478,cd40,Q,il1a
81479,neoplasm metastasis,ML,hspa5
81480,cyld,U,neoplastic syndromes hereditary
81481,melanoma,ML,ccl5
81482,drd3,GG,epb41
81483,gh1,K,apomorphine
81484,ca9,Q,cxcl12
81485,tdrd7,GG,bub1
81486,yap1,GG,runx1
81487,gfap,Rg,atxn3
81488,tbxas1,E,bach1
81489,edn1,B,smad2
81490,ret,E,src
81491,valsartan,Sa,hypotension
81492,pax5,U,lymphoma non hodgkin
81493,kitlg,E,il1a
81494,cilostazol,T,lymphedema
81495,comt,U,urologic neoplasms
81496,sirt2,K,iron
81497,birc5,Ra,msh2
81498,ccl3,Rg,ccr5
81499,tfap2a,Rg,erbb4
81500,pdgfa,GG,cd4
81501,aminosalicylic acid,T,inflammatory bowel diseases
81502,mdm4,B,ppm1d
81503,snca,Rg,snca
81504,prox1,Q,vegfa
81505,cyp2c9,I,pain
81506,il4,Rg,cd163
81507,nizatidine,J,deglutition disorders
81508,fos,Rg,kit
81509,gh1,B,abcg2
81510,fas,P,hypertension
81511,pign,GG,pigv
81512,msh6,Ra,nbn
81513,mmp8,GG,mmp9
81514,nfkb1,Iw,pvr
81515,malt1,B,il2
81516,vancomycin,T,meningitis
81517,pgf,Q,kitlg
81518,betamethasone,E,bcl2
81519,cd7,Q,cd33
81520,wipf1,Q,wipf1
81521,il12b,Ra,atf2
81522,adsl,GG,ubqln2
81523,ikbkb,Q,akt1
81524,hypersensitivity,ML,pln
81525,il11,Te,anemia aplastic
81526,mdm2,Ra,rad51c
81527,ercc4,Q,gstt1
81528,arhgef6,E,prkdc
81529,anxa3,Rg,mme
81530,foxc2,U,diabetes mellitus
81531,usp18,GG,cxcl10
81532,egf,E,cftr
81533,mc3r,Ra,npy2r
81534,secobarbital,CC,felodipine
81535,rivastigmine,CC,chlorprothixene
81536,il1a,Rg,il33
81537,nitric oxide,T,arthritis rheumatoid
81538,slc1a3,Rg,gfap
81539,cinnarizine,T,sensation disorders
81540,fluconazole,CC,zopiclone
81541,atf3,Ra,gsk3b
81542,mpz,GG,sh3tc2
81543,bmx,D,carcinoma bronchogenic
81544,meningioma,ML,plaur
81545,butalbital,I,grik2
81546,tp63,Rg,fut4
81547,paics,GG,gmps
81548,edn1,U,cerebrovascular disorders
81549,arg2,GG,blm
81550,wnt4,E,foxc2
81551,hmgb1,GG,tlr2
81552,hmgb1,GG,ptprz1
81553,gna12,Q,prkce
81554,adsl,GG,sdha
81555,oxaliplatin,Sa,acute lung injury
81556,acvr1,Rg,cdc42
81557,bmpr1a,Ra,il6
81558,ccna2,Ra,timp3
81559,dipyridamole,N,abcb1
81560,gna12,GG,gnai2
81561,diatrizoate,T,renal insufficiency
81562,marfan syndrome,ML,parp1
81563,yohimbine,I,adra2a
81564,diclofenamide,T,epilepsy
81565,lepr,Q,cd36
81566,camp,Q,tnf
81567,slco1a2,B,abcc5
81568,sftpd,P,edema
81569,icam1,Ra,atf3
81570,alb,P,otorhinolaryngologic neoplasms
81571,cdk6,GG,lpin1
81572,cimetidine,CC,lamotrigine
81573,lep,P,autoimmune diseases
81574,osteoarthritis,ML,pdgfra
81575,propranolol,T,atrial flutter
81576,plg,U,chorioamnionitis
81577,caffeine,T,atrial fibrillation
81578,myc,P,leukemia lymphoid
81579,reboxetine,T,erectile dysfunction
81580,xiap,Rg,bad
81581,asmt,P,major affective disorder 7
81582,nfkb1,E,card9
81583,ccl2,GG,cxcl12
81584,dbh,Rg,slc1a3
81585,alcohol induced disorders,ML,crbn
81586,kcnj1,U,renal tubular transport inborn errors
81587,gastrointestinal neoplasms,ML,bcl2l1
81588,trpm2,P,pain
81589,arteriosclerosis,ML,bcl2l1
81590,sparfloxacin,Sa,drug toxicity
81591,genital neoplasms female,ML,isyna1
81592,src,E,cd19
81593,eif4e,GG,pdk2
81594,il6,P,respiratory tract neoplasms
81595,cited2,GG,nrip1
81596,rhd,P,stroke
81597,psoriasis,ML,itch
81598,mb,Q,des
81599,candesartan,T,diabetes mellitus
81600,sox2,B,twist1
81601,hypertension pulmonary,ML,bmpr2
81602,breast neoplasms,ML,trpv6
81603,ahcy,GG,oat
81604,wnk1,Rg,oxsr1
81605,nphp1,GG,ahi1
81606,thymoma,ML,b3gat1
81607,cyp11b1,GG,cyp27b1
81608,mapk14,GG,lyn
81609,cyp3a7,GG,arnt2
81610,crh,K,dopamine
81611,cox4i1,GG,uqcrfs1
81612,pancreatic neoplasms,X,rela
81613,gch1,Ra,th
81614,braf,Ra,chuk
81615,progesterone,C,meningeal neoplasms
81616,breast neoplasms,ML,lgals1
81617,tp53,Ra,ogg1
81618,kcnn3,Rg,zfhx3
81619,alox12,GG,alox15
81620,l alanine,T,drug toxicity
81621,camp,Iw,nr3c1
81622,gmppb,GG,ugdh
81623,lymphoma non hodgkin,ML,blnk
81624,ilk,GG,taok3
81625,adenosine,J,substance related disorders
81626,quinine,CC,nifedipine
81627,smad7,GG,map2k6
81628,atp6v1b2,GG,rpl3
81629,duloxetine,T,major depressive disorder and accelerated response to antidepressant drug treatment
81630,ror1,Rg,src
81631,epo,B,hmox1
81632,cdh1,Q,cd86
81633,cyp1a1,I,valproic acid
81634,park7,P,huntington disease
81635,cdk9,GG,brd4
81636,cd47,P,kidney diseases
81637,cdk4,Rg,src
81638,nr1h4,Rg,slc7a1
81639,cyp27b1,GG,pparg
81640,hcrt,B,ppox
81641,bub1,Q,aurka
81642,il1b,U,uterine diseases
81643,reln,U,paraproteinemias
81644,atm,Ra,g6pd
81645,plaur,P,carcinoma
81646,mapk14,GG,pdpk1
81647,klrd1,Q,cd80
81648,app,GG,tgfb1
81649,hydrocodone,CC,metyrapone
81650,topotecan,T,liver neoplasms
81651,xrcc1,E,xrcc4
81652,vitamin a,Sa,dyslipidemias
81653,n acetyl d glucosamine,T,osteoarthritis
81654,cyp2e1,Ra,ugt1a3
81655,cardiomegaly,ML,agt
81656,pantoprazole,T,deglutition disorders
81657,butalbital,CC,salmeterol
81658,pazopanib,T,carcinoma
81659,darunavir,T,hiv infections
81660,trpv1,Ra,sp1
81661,pex19,GG,ddo
81662,neostigmine,T,cerebrovascular disorders
81663,pak2,Rg,ppia
81664,hydroxyurea,Sa,hypersensitivity
81665,prasugrel,I,ces2
81666,nr1h3,GG,mapk3
81667,fospropofol,Sa,pain
81668,itga2,Q,cd24
81669,il1b,U,cerebrovascular disorders
81670,aurkb,P,paraproteinemias
81671,alzheimer disease,ML,lgals9
81672,hla b,Ra,hla a
81673,dpyd,Rg,cdh3
81674,neoplasms,ML,ccnd1
81675,cdh4,Rg,c4a
81676,pdgfa,E,il13
81677,chrna5,GG,chrnb3
81678,ep300,GG,tgfb3
81679,isg15,Q,samhd1
81680,clc,Q,cd40lg
81681,pfn1,GG,pfn2
81682,vegfa,Rg,arnt
81683,methotrexate,CC,fenoprofen
81684,pnkp,GG,nhej1
81685,eya1,I,hearing loss
81686,sptlc1,GG,csnk1g2
81687,hspa5,E,sil1
81688,estradiol,T,amenorrhea
81689,lck,GG,trpv4
81690,perindopril,CC,primidone
81691,clk1,GG,abl1
81692,trazodone,T,bulimia nervosa
81693,fdps,GG,acacb
81694,oxacillin,T,endocarditis
81695,amifostine,T,breast neoplasms
81696,osm,Rg,nfe2l2
81697,propofol,Sa,heart arrest
81698,amiodarone,CC,luliconazole
81699,npy1r,GG,tacr1
81700,heart failure,ML,tnf
81701,trim37,P,growth disorders
81702,tlr7,Te,neoplasms basal cell
81703,kit,Te,leukemia myeloid
81704,sema7a,P,arthritis rheumatoid
81705,nat1,Ra,nat1
81706,ketoconazole,T,alzheimer disease
81707,fos,P,iron overload
81708,halothane,Pr,reperfusion injury
81709,bimatoprost,I,hypotrichosis
81710,phenoxybenzamine,Sa,urination disorders
81711,nr3c1,Q,rela
81712,atad2,GG,mut
81713,trilostane,E,pgr
81714,pygm,Ra,jun
81715,il1b,Rg,orm1
81716,gli3,B,egfr
81717,kidney neoplasms,ML,vegfa
81718,milrinone,T,cerebrovascular disorders
81719,mbtps1,P,lipidoses
81720,f2,GG,nppa
81721,dronabinol,CC,hydroxyzine
81722,cdc25b,B,dcc
81723,pde11a,GG,pde8a
81724,mapk1,Rg,jak2
81725,tacc3,U,neoplasms
81726,tlr7,Q,cd4
81727,gja5,U,hypertension
81728,genital neoplasms female,X,spp1
81729,cdh5,Q,itga2b
81730,cxcl10,Rg,il13
81731,hmgb1,P,fibrosis
81732,lithium,T,goiter
81733,valaciclovir,T,pain
81734,kl,Te,behcet syndrome
81735,chlormezanone,T,arthritis
81736,serpinc1,Rg,vwf
81737,ms4a1,Q,cd9
81738,egf,Rg,hdac6
81739,nfkb1,Rg,gclc
81740,chrna10,GG,cacna1g
81741,kitlg,B,nfkbia
81742,smad4,Ra,bmpr1b
81743,growth disorders,Iw,oxt
81744,gabapentin,N,fgf2
81745,quetiapine,Sa,autism spectrum disorder
81746,g6pd,B,vegfa
81747,abcd4,GG,kl
81748,nicardipine,T,kidney neoplasms
81749,cyclosporine,CC,spectinomycin
81750,benzphetamine,I,cyp2b6
81751,neoplasm metastasis,ML,azgp1
81752,neoplasms,X,ndrg1
81753,slc16a1,GG,cav1
81754,abcc2,GG,abca3
81755,cyp2c8,I,mycophenolic acid
81756,hmga1,E,cdc25a
81757,gastrointestinal neoplasms,ML,cyp2e1
81758,atm,GG,wrn
81759,cdh1,Ra,mlh1
81760,itga2b,GG,was
81761,mmp8,P,respiratory hypersensitivity
81762,cdh1,Ra,akt1
81763,fenofibrate,T,renal insufficiency
81764,busulfan,T,huntington disease
81765,cd38,P,lymphoma
81766,thyroid neoplasms,ML,dpp4
81767,lck,GG,mapk8
81768,fut4,Q,bcl10
81769,nelfinavir,T,meningeal neoplasms
81770,il16,GG,hdac3
81771,bdnf,P,mood disorder
81772,irak3,E,tlr5
81773,lpin2,P,diabetes mellitus
81774,pdk2,Rg,cpt1b
81775,foxn1,E,bmp4
81776,ikzf3,I,cyclophosphamide
81777,gata3,Rg,tbx21
81778,prom1,Q,cxcr4
81779,ropinirole,CC,levorphanol
81780,egf,P,arthritis rheumatoid
81781,phenoxybenzamine,Pr,neurobehavioral manifestations
81782,il13,Ra,lrp1b
81783,retinal dystrophies,ML,mmp2
81784,intestinal neoplasms,ML,gpx1
81785,danazol,I,cyp19a1
81786,alk,Ra,raf1
81787,genital neoplasms male,ML,slurp1
81788,cd44,B,htra2
81789,pink1,Rg,cav1
81790,oseltamivir,Sa,respiratory tract infections
81791,zopiclone,Sa,neurobehavioral manifestations
81792,cfb,Q,cfh
81793,atenolol,CC,quinine
81794,mknk1,Ra,kat5
81795,pgf,P,carcinoma bronchogenic
81796,minocycline,T,hypotrichosis
81797,atr,U,growth disorders
81798,pkd1,U,kidney diseases
81799,olanzapine,A,htr2c
81800,erbb2,Ra,ntrk1
81801,vincristine,I,abcg2
81802,lck,Rg,tnf
81803,olmesartan,CC,eltrombopag
81804,galantamine,Sa,nausea
81805,nr1h4,Rg,nr3c1
81806,scn10a,GG,cacna1c
81807,neoplasm metastasis,ML,lgmn
81808,ptges3,GG,erbb3
81809,nkx2 5,B,tll1
81810,prkce,GG,trpc3
81811,panx1,P,inflammation
81812,cdkn1a,GG,prkcb
81813,pkd2,Ra,pitx2
81814,app,GG,lipt1
81815,epb42,GG,tgm5
81816,hmgb1,Te,carcinoma
81817,il33,Te,demyelinating autoimmune diseases cns
81818,cyp46a1,GG,arnt2
81819,ketobemidone,I,oprk1
81820,aipl1,GG,pdc
81821,kdr,Te,thrombosis
81822,adenine,T,inflammation
81823,adsl,GG,aldh7a1
81824,chrnb2,E,ldlr
81825,thbs1,O,caffeine
81826,propranolol,Sa,respiratory insufficiency
81827,mmp9,E,dkk1
81828,cyp19a1,U,uterine diseases
81829,ppif,GG,nedd4l
81830,granisetron,CC,clomipramine
81831,fluticasone propionate,T,inflammation
81832,mpo,Ra,nqo1
81833,atrx,Ra,nf1
81834,cdk9,Q,cdk2
81835,tlr8,Rg,cr1
81836,tnpo3,B,tnpo3
81837,pck2,P,cholestasis
81838,doxorubicin,B,hspb1
81839,tnc,Rg,bcl2
81840,ckmt2,GG,amd1
81841,ndufs8,GG,atp5c1
81842,rassf1,GG,oaz3
81843,lorazepam,CC,tiagabine
81844,gapdhs,GG,pc
81845,cebpb,Q,cebpb
81846,msln,P,gastrointestinal neoplasms
81847,mirtazapine,T,neurobehavioral manifestations
81848,isyna1,GG,pik3c2a
81849,gja1,Rg,ar
81850,dhfr,Rg,hprt1
81851,gna13,GG,gna12
81852,apaf1,E,bcl2
81853,cd4,Q,epha1
81854,neuroectodermal tumors,ML,pcsk1
81855,triflupromazine,CC,milnacipran
81856,tlr2,Te,familial mediterranean fever
81857,slc22a6,Ra,slc15a1
81858,sirt3,P,arteriosclerosis
81859,propranolol,E,fos
81860,gria1,E,bdnf
81861,sos1,GG,sptan1
81862,il23a,P,rheumatoid nodule
81863,nop2,Rg,ca1
81864,tgfb1,P,abnormalities multiple
81865,carvedilol,CC,pazopanib
81866,pdgfrb,Ra,epha5
81867,tlr2,E,tcl1a
81868,fbp1,GG,ppp3cc
81869,spg7,GG,spastic paraplegia 11
81870,gls,B,glul
81871,pik3ca,Q,cd79b
81872,cerebrovascular disorders,ML,gpr17
81873,ror2,U,limb deformities congenital
81874,nr3c1,GG,arid1a
81875,banf1,B,tbx1
81876,cd40,Q,cdh1
81877,neoplasms neuroepithelial,ML,cd1d
81878,ltb4r2,P,body weight changes
81879,itpr1,GG,rnf170
81880,losartan,T,heart failure
81881,amitriptyline,E,slc1a1
81882,apoe,U,peripheral nervous system diseases
81883,erythromycin,CC,amlodipine
81884,dopamine,T,arthritis rheumatoid
81885,meloxicam,E,tnf
81886,lupus erythematosus systemic,ML,foxp3
81887,ccl2,E,il16
81888,vegfa,Rg,kit
81889,dot1l,P,osteoarthritis
81890,oprm1,Rg,adh1b
81891,fludarabine,E,ifng
81892,pax6,B,vegfa
81893,birc3,Ra,notch1
81894,pcna,Q,birc5
81895,aldh1a1,GG,aldh1a2
81896,bach1,GG,palb2
81897,cd8a,Q,ifnar1
81898,ctnnb1,GG,acvr1
81899,fabp1,GG,mapk1
81900,gba,E,tnfsf11
81901,loxapine,CC,desvenlafaxine
81902,tsc2,Ra,pim2
81903,pik3ca,Rg,pgf
81904,pirenzepine,T,bradycardia
81905,traf3,Ra,traf3
81906,adnexal diseases,X,vegfa
81907,slc10a1,B,abcc3
81908,genital neoplasms male,ML,efemp1
81909,bleomycin,T,kidney diseases
81910,hspa5,Rg,hspa8
81911,ptger1,GG,tbxas1
81912,tolmetin,T,arthritis rheumatoid
81913,ulcer,X,osm
81914,lamivudine,T,kidney diseases
81915,ethanol,E,ces1
81916,vegfa,P,tdp 43 proteinopathies
81917,il17a,P,neoplasms
81918,doxorubicin,I,abcc2
81919,smad2,E,nos3
81920,fgfr3,GG,ndufs6
81921,itga6,Q,cd34
81922,hmga2,B,nfib
81923,dnai1,GG,rpgr
81924,guk1,GG,mat1a
81925,btk,Q,trem1
81926,ntrk2,P,wiskott aldrich syndrome
81927,axin1,D,intestinal neoplasms
81928,mc4r,B,lep
81929,folh1,P,infections
81930,app,Rg,ldlr
81931,prednisone,T,sinusitis
81932,fbp1,GG,vcp
81933,pgm1,I,carbohydrate metabolism inborn errors
81934,tnks2,Ra,tnks
81935,prl,K,haloperidol
81936,rpl35a,GG,tpt1
81937,fos,Q,pnmt
81938,neoplasms,ML,pax3
81939,tubb,GG,eif2b4
81940,ccl2,E,crp
81941,serpina1,Rg,tnf
81942,ranbp2,GG,cdc73
81943,ptk2,E,mycn
81944,apex1,GG,oxct1
